月均利润,本港,目标,去程物品,返程物品,平均往返时间,去程利润,返程利润,本港区域,本港文化,目标区域,目标文化
8778.947368421053,索法拉,伊斯坦布尔,祖母绿,蓝眼睛,3.1666666666666665,21175.0,6625.0,印度洋,东非,欧洲东部,土耳其
8778.947368421053,桑给巴尔,伊斯坦布尔,祖母绿,蓝眼睛,3.1666666666666665,21175.0,6625.0,印度洋,东非,欧洲东部,土耳其
8778.947368421053,莫桑比克,伊斯坦布尔,祖母绿,蓝眼睛,3.1666666666666665,21175.0,6625.0,印度洋,东非,欧洲东部,土耳其
8775.0,汉堡,"霍尔木兹,巴士拉",甲胄,青金石,3.0,14400.0,11925.0,欧洲北部,德国,印度洋,波斯
8775.0,霍尔木兹,汉堡,青金石,甲胄,3.0,11925.0,14400.0,印度洋,波斯,欧洲北部,德国
8775.0,巴士拉,汉堡,青金石,甲胄,3.0,11925.0,14400.0,印度洋,波斯,欧洲北部,德国
8766.315789473685,蒙巴萨,杭州,乳香,青花瓷,3.1666666666666665,8510.0,19250.0,印度洋,东非,东亚,大明
8756.756756756757,科钦,"哈瓦那,圣地亚哥,圣多明各",胡椒,烟草,3.0833333333333335,12300.0,14700.0,印度洋,印度,加勒比,加勒比
8753.846153846154,科皮亚波,"雅典,萨洛尼卡",烟草,大理石像,3.25,18550.0,9900.0,南美洲,中南美,欧洲东部,巴尔干
8741.904761904761,亚速尔,"釜山,汉阳",珍珠,白瓷,5.25,1325.0,44570.0,欧洲西部,伊比利亚,东亚,朝鲜
8741.538461538461,本格拉,"利马,兰巴耶克,通贝斯",钻石,印加玫瑰,3.25,17160.0,11250.0,非洲西部,西非,南美洲,南美西岸
8741.538461538461,开普敦,"利马,兰巴耶克,通贝斯",钻石,印加玫瑰,3.25,17160.0,11250.0,非洲西部,西非,南美洲,南美西岸
8741.538461538461,塞拉利昂,"利马,兰巴耶克,通贝斯",钻石,印加玫瑰,3.25,17160.0,11250.0,非洲西部,西非,南美洲,南美西岸
8712.5,格罗宁根,突尼斯,玻璃球,贝紫,2.0,3025.0,14400.0,欧洲北部,荷兰,欧洲东部,北非
8712.5,突尼斯,"格罗宁根,阿姆斯特丹",贝紫,玻璃球,2.0,14400.0,3025.0,欧洲东部,北非,欧洲北部,荷兰
8712.5,阿姆斯特丹,突尼斯,玻璃球,贝紫,2.0,3025.0,14400.0,欧洲北部,荷兰,欧洲东部,北非
8708.823529411764,阿尔及尔,杭州,阿甘油,青花瓷,5.666666666666667,12600.0,36750.0,欧洲东部,北非,东亚,大明
8708.823529411764,卡萨布兰卡,杭州,阿甘油,青花瓷,5.666666666666667,12600.0,36750.0,欧洲西部,北非,东亚,大明
8708.333333333334,科皮亚波,"霍尔木兹,巴士拉",烟草,青金石,3.0,11550.0,14575.0,南美洲,中南美,印度洋,波斯
8695.588235294117,澳门,"那不勒斯,拉古萨,威尼斯",麝香,玻璃工艺品,5.666666666666667,19875.0,29400.0,东亚,大明,欧洲东部,意大利
8692.307692307691,贝宁,杭州,象牙,青花瓷,3.25,9000.0,19250.0,非洲西部,西非,东亚,大明
8676.923076923076,阿尔金,"哈瓦那,圣地亚哥,圣多明各",黄金,烟草,3.25,13500.0,14700.0,非洲西部,西非,加勒比,加勒比
8676.923076923076,圣乔治,"哈瓦那,圣地亚哥,圣多明各",黄金,烟草,3.25,13500.0,14700.0,非洲西部,西非,加勒比,加勒比
8676.923076923076,阿比让,"哈瓦那,圣地亚哥,圣多明各",黄金,烟草,3.25,13500.0,14700.0,非洲西部,西非,加勒比,加勒比
8669.117647058823,休达,杭州,沙漠玫瑰,青花瓷,5.666666666666667,12375.0,36750.0,欧洲西部,北非,东亚,大明
8669.117647058823,突尼斯,杭州,沙漠玫瑰,青花瓷,5.666666666666667,12375.0,36750.0,欧洲东部,北非,东亚,大明
8662.5,圣地亚哥,"利马,兰巴耶克,通贝斯",烟草,印加玫瑰,2.0,4200.0,13125.0,加勒比,加勒比,南美洲,南美西岸
8662.5,利马,"哈瓦那,圣地亚哥,圣多明各",印加玫瑰,烟草,2.0,13125.0,4200.0,南美洲,南美西岸,加勒比,加勒比
8662.5,兰巴耶克,"哈瓦那,圣地亚哥,圣多明各",印加玫瑰,烟草,2.0,13125.0,4200.0,南美洲,南美西岸,加勒比,加勒比
8662.5,通贝斯,"哈瓦那,圣地亚哥,圣多明各",印加玫瑰,烟草,2.0,13125.0,4200.0,南美洲,南美西岸,加勒比,加勒比
8662.5,圣多明各,"利马,兰巴耶克,通贝斯",烟草,印加玫瑰,2.0,4200.0,13125.0,加勒比,加勒比,南美洲,南美西岸
8662.5,哈瓦那,"利马,兰巴耶克,通贝斯",烟草,印加玫瑰,2.0,4200.0,13125.0,加勒比,加勒比,南美洲,南美西岸
8660.952380952382,马德拉,"釜山,汉阳",珊瑚,白瓷,5.25,900.0,44570.0,欧洲西部,伊比利亚,东亚,朝鲜
8660.952380952382,拉斯帕尔马斯,"釜山,汉阳",珊瑚,白瓷,5.25,900.0,44570.0,欧洲西部,伊比利亚,东亚,朝鲜
8652.631578947368,克里特,"哈瓦那,圣地亚哥,圣多明各",古代美术品,烟草,3.1666666666666665,5700.0,21700.0,欧洲东部,巴尔干,加勒比,加勒比
8646.153846153846,韦拉克鲁斯,"雅典,萨洛尼卡",胭脂红,大理石像,3.25,18200.0,9900.0,加勒比,加勒比,欧洲东部,巴尔干
8646.153846153846,梅里达,"雅典,萨洛尼卡",胭脂红,大理石像,3.25,18200.0,9900.0,加勒比,加勒比,欧洲东部,巴尔干
8644.285714285714,安汶,"开普敦,本格拉,塞拉利昂",肉豆蔻,钻石,3.5,13095.0,17160.0,东南亚,东南亚,非洲西部,西非
8644.285714285714,马辰,"开普敦,本格拉,塞拉利昂",肉豆蔻,钻石,3.5,13095.0,17160.0,东南亚,东南亚,非洲西部,西非
8644.285714285714,帝利,"开普敦,本格拉,塞拉利昂",肉豆蔻,钻石,3.5,13095.0,17160.0,东南亚,东南亚,非洲西部,西非
8644.285714285714,本格拉,"马辰,帝利,安汶",钻石,肉豆蔻,3.5,17160.0,13095.0,非洲西部,西非,东南亚,东南亚
8644.285714285714,塞拉利昂,"马辰,帝利,安汶",钻石,肉豆蔻,3.5,17160.0,13095.0,非洲西部,西非,东南亚,东南亚
8644.285714285714,开普敦,"马辰,帝利,安汶",钻石,肉豆蔻,3.5,17160.0,13095.0,非洲西部,西非,东南亚,东南亚
8631.42857142857,塞拉利昂,洛布里,钻石,红宝石,3.5,17160.0,13050.0,非洲西部,西非,东南亚,中南半岛
8631.42857142857,开普敦,洛布里,钻石,红宝石,3.5,17160.0,13050.0,非洲西部,西非,东南亚,中南半岛
8631.42857142857,本格拉,洛布里,钻石,红宝石,3.5,17160.0,13050.0,非洲西部,西非,东南亚,中南半岛
8621.052631578948,亚历山大,科皮亚波,埃及香精,烟草,3.1666666666666665,15750.0,11550.0,欧洲东部,北非,南美洲,中南美
8621.052631578948,开罗,科皮亚波,埃及香精,烟草,3.1666666666666665,15750.0,11550.0,欧洲东部,北非,南美洲,中南美
8616.666666666666,比萨,"吉达,马萨瓦",天鹅绒,咖啡,3.0,17600.0,8250.0,欧洲东部,意大利,印度洋,阿拉伯
8616.666666666666,热那亚,"吉达,马萨瓦",天鹅绒,咖啡,3.0,17600.0,8250.0,欧洲东部,意大利,印度洋,阿拉伯
8608.333333333334,兰巴耶克,"霍尔木兹,巴士拉",印加玫瑰,青金石,3.0,11250.0,14575.0,南美洲,南美西岸,印度洋,波斯
8608.333333333334,利马,"霍尔木兹,巴士拉",印加玫瑰,青金石,3.0,11250.0,14575.0,南美洲,南美西岸,印度洋,波斯
8608.333333333334,通贝斯,"霍尔木兹,巴士拉",印加玫瑰,青金石,3.0,11250.0,14575.0,南美洲,南美西岸,印度洋,波斯
8600.0,雅加达,"锡兰,卡利卡特",沉香,红宝石,2.0,10675.0,6525.0,东南亚,东南亚,印度洋,印度
8600.0,克里特,汉堡,古代美术品,甲胄,2.0,7600.0,9600.0,欧洲东部,巴尔干,欧洲北部,德国
8600.0,达沃,"锡兰,卡利卡特",沉香,红宝石,2.0,10675.0,6525.0,东南亚,东南亚,印度洋,印度
8600.0,文莱,"锡兰,卡利卡特",沉香,红宝石,2.0,10675.0,6525.0,东南亚,东南亚,印度洋,印度
8600.0,卡利卡特,"雅加达,文莱,达沃",红宝石,沉香,2.0,6525.0,10675.0,印度洋,印度,东南亚,东南亚
8600.0,锡兰,"雅加达,文莱,达沃",红宝石,沉香,2.0,6525.0,10675.0,印度洋,印度,东南亚,东南亚
8575.0,巨港,"桑给巴尔,莫桑比克,索法拉",翡翠,祖母绿,2.0,5600.0,11550.0,东南亚,东南亚,印度洋,东非
8570.0,特鲁希略,"锡兰,卡利卡特",香草,红宝石,3.0,1785.0,23925.0,加勒比,加勒比,印度洋,印度
8558.333333333334,安平,"锡兰,卡利卡特",龙涎香,红宝石,3.0,1750.0,23925.0,东亚,大明,印度洋,印度
8553.846153846154,伊斯坦布尔,"桑给巴尔,莫桑比克,索法拉",蓝眼睛,祖母绿,3.25,6625.0,21175.0,欧洲东部,土耳其,印度洋,东非
8538.461538461539,圣乔治,"爱丁堡,都柏林,伦敦",黄金,英格兰花呢,3.25,24750.0,3000.0,非洲西部,西非,欧洲北部,不列颠
8538.461538461539,阿尔金,"爱丁堡,都柏林,伦敦",黄金,英格兰花呢,3.25,24750.0,3000.0,非洲西部,西非,欧洲北部,不列颠
8538.461538461539,阿比让,"爱丁堡,都柏林,伦敦",黄金,英格兰花呢,3.25,24750.0,3000.0,非洲西部,西非,欧洲北部,不列颠
8526.153846153846,罗安达,杭州,乌木,青花瓷,3.25,8460.0,19250.0,非洲西部,西非,东亚,大明
8525.0,特尔纳特,"桑给巴尔,莫桑比克,索法拉",丁香,祖母绿,2.0,5500.0,11550.0,东南亚,东南亚,印度洋,东非
8525.0,泗水,"桑给巴尔,莫桑比克,索法拉",丁香,祖母绿,2.0,5500.0,11550.0,东南亚,东南亚,印度洋,东非
8518.0,果阿,"威尼斯,比萨,热那亚",肉桂,天鹅绒,5.0,24990.0,17600.0,印度洋,印度,欧洲东部,意大利
8518.0,科钦,"威尼斯,比萨,热那亚",肉桂,天鹅绒,5.0,24990.0,17600.0,印度洋,印度,欧洲东部,意大利
8502.631578947368,桑给巴尔,汉堡,祖母绿,甲胄,3.1666666666666665,17325.0,9600.0,印度洋,东非,欧洲北部,德国
8502.631578947368,莫桑比克,汉堡,祖母绿,甲胄,3.1666666666666665,17325.0,9600.0,印度洋,东非,欧洲北部,德国
8497.05882352941,杭州,"雅典,萨洛尼卡,克里特",青花瓷,古代美术品,5.666666666666667,36750.0,11400.0,东亚,大明,欧洲东部,巴尔干
8497.05882352941,雅典,杭州,古代美术品,青花瓷,5.666666666666667,11400.0,36750.0,欧洲东部,巴尔干,东亚,大明
8497.05882352941,克里特,杭州,古代美术品,青花瓷,5.666666666666667,11400.0,36750.0,欧洲东部,巴尔干,东亚,大明
8497.05882352941,萨洛尼卡,杭州,古代美术品,青花瓷,5.666666666666667,11400.0,36750.0,欧洲东部,巴尔干,东亚,大明
8486.842105263158,莫桑比克,"雅典,萨洛尼卡,克里特",祖母绿,古代美术品,3.1666666666666665,21175.0,5700.0,印度洋,东非,欧洲东部,巴尔干
8486.842105263158,索法拉,"雅典,萨洛尼卡,克里特",祖母绿,古代美术品,3.1666666666666665,21175.0,5700.0,印度洋,东非,欧洲东部,巴尔干
8486.842105263158,桑给巴尔,"雅典,萨洛尼卡,克里特",祖母绿,古代美术品,3.1666666666666665,21175.0,5700.0,印度洋,东非,欧洲东部,巴尔干
8480.0,卡利卡特,"雅典,萨洛尼卡,克里特",红宝石,古代美术品,5.0,34800.0,7600.0,印度洋,印度,欧洲东部,巴尔干
8480.0,锡兰,"雅典,萨洛尼卡,克里特",红宝石,古代美术品,5.0,34800.0,7600.0,印度洋,印度,欧洲东部,巴尔干
8480.0,雅典,"锡兰,卡利卡特",古代美术品,红宝石,5.0,7600.0,34800.0,欧洲东部,巴尔干,印度洋,印度
8480.0,克里特,"锡兰,卡利卡特",古代美术品,红宝石,5.0,7600.0,34800.0,欧洲东部,巴尔干,印度洋,印度
8480.0,萨洛尼卡,"锡兰,卡利卡特",古代美术品,红宝石,5.0,7600.0,34800.0,欧洲东部,巴尔干,印度洋,印度
8478.75,嘉定,"里斯本,塞维利亚,巴塞罗那",蓝宝石,火器,5.333333333333333,29820.0,15400.0,东南亚,中南半岛,欧洲西部,伊比利亚
8478.75,勃固,"里斯本,塞维利亚,巴塞罗那",蓝宝石,火器,5.333333333333333,29820.0,15400.0,东南亚,中南半岛,欧洲西部,伊比利亚
8477.368421052632,加来,"哈瓦那,圣地亚哥,圣多明各",蕾丝,烟草,3.1666666666666665,5145.0,21700.0,欧洲北部,法国,加勒比,加勒比
8476.09756097561,嘉定,汉堡,蓝宝石,甲胄,6.833333333333333,40320.0,17600.0,东南亚,中南半岛,欧洲北部,德国
8476.09756097561,勃固,汉堡,蓝宝石,甲胄,6.833333333333333,40320.0,17600.0,东南亚,中南半岛,欧洲北部,德国
8475.428571428572,贝鲁特,"哥本哈根,吕贝克",大马士革刀,甲胄,2.9166666666666665,18000.0,6720.0,欧洲东部,土耳其,欧洲北部,北欧
8475.428571428572,吕贝克,贝鲁特,甲胄,大马士革刀,2.9166666666666665,6720.0,18000.0,欧洲北部,北欧,欧洲东部,土耳其
8475.428571428572,哥本哈根,贝鲁特,甲胄,大马士革刀,2.9166666666666665,6720.0,18000.0,欧洲北部,北欧,欧洲东部,土耳其
8475.0,加尔各答,"塔马塔夫,索法拉",印度印花布,黄金,2.0,2775.0,14175.0,印度洋,印度,印度洋,东非
8475.0,马苏利帕特南,"塔马塔夫,索法拉",印度印花布,黄金,2.0,2775.0,14175.0,印度洋,印度,印度洋,东非
8475.0,第乌,"塔马塔夫,索法拉",印度印花布,黄金,2.0,2775.0,14175.0,印度洋,印度,印度洋,东非
8472.972972972973,巴士拉,科皮亚波,青金石,烟草,3.0833333333333335,14575.0,11550.0,印度洋,波斯,南美洲,中南美
8472.972972972973,霍尔木兹,科皮亚波,青金石,烟草,3.0833333333333335,14575.0,11550.0,印度洋,波斯,南美洲,中南美
8472.631578947368,锡拉库萨,科皮亚波,大理石像,烟草,3.1666666666666665,8280.0,18550.0,欧洲东部,意大利,南美洲,中南美
8434.736842105263,安平,"开普敦,本格拉,塞拉利昂",龙涎香,钻石,3.1666666666666665,1750.0,24960.0,东亚,大明,非洲西部,西非
8434.285714285716,贝鲁特,汉堡,大马士革刀,甲胄,2.9166666666666665,15000.0,9600.0,欧洲东部,土耳其,欧洲北部,德国
8434.285714285716,汉堡,贝鲁特,甲胄,大马士革刀,2.9166666666666665,9600.0,15000.0,欧洲北部,德国,欧洲东部,土耳其
8416.666666666666,圣胡安,"锡兰,卡利卡特",珍珠,红宝石,3.0,1325.0,23925.0,加勒比,加勒比,印度洋,印度
8415.789473684212,帕尔马,科皮亚波,雪莉酒,烟草,3.1666666666666665,8100.0,18550.0,欧洲东部,伊比利亚,南美洲,中南美
8415.789473684212,马拉加,科皮亚波,雪莉酒,烟草,3.1666666666666665,8100.0,18550.0,欧洲西部,伊比利亚,南美洲,中南美
8410.0,帝利,"霍尔木兹,巴士拉",肉豆蔻,青金石,2.0,8870.0,7950.0,东南亚,东南亚,印度洋,波斯
8410.0,马辰,"霍尔木兹,巴士拉",肉豆蔻,青金石,2.0,8870.0,7950.0,东南亚,东南亚,印度洋,波斯
8410.0,安汶,"霍尔木兹,巴士拉",肉豆蔻,青金石,2.0,8870.0,7950.0,东南亚,东南亚,印度洋,波斯
8400.0,科皮亚波,"开罗,亚历山大",烟草,埃及香精,3.25,11550.0,15750.0,南美洲,中南美,欧洲东部,北非
8392.105263157895,格罗宁根,"韦拉克鲁斯,梅里达",玻璃球,胭脂红,3.1666666666666665,5775.0,20800.0,欧洲北部,荷兰,加勒比,加勒比
8392.105263157895,阿姆斯特丹,"韦拉克鲁斯,梅里达",玻璃球,胭脂红,3.1666666666666665,5775.0,20800.0,欧洲北部,荷兰,加勒比,加勒比
8391.666666666666,拿骚,"锡兰,卡利卡特",玳瑁,红宝石,3.0,1250.0,23925.0,加勒比,加勒比,印度洋,印度
8380.615384615385,拉古萨,"马辰,帝利,安汶",玻璃工艺品,肉豆蔻,5.416666666666667,15400.0,29995.0,欧洲东部,意大利,东南亚,东南亚
8380.615384615385,那不勒斯,"马辰,帝利,安汶",玻璃工艺品,肉豆蔻,5.416666666666667,15400.0,29995.0,欧洲东部,意大利,东南亚,东南亚
8375.675675675675,巴士拉,"利马,兰巴耶克,通贝斯",青金石,印加玫瑰,3.0833333333333335,14575.0,11250.0,印度洋,波斯,南美洲,南美西岸
8375.675675675675,霍尔木兹,"利马,兰巴耶克,通贝斯",青金石,印加玫瑰,3.0833333333333335,14575.0,11250.0,印度洋,波斯,南美洲,南美西岸
8374.736842105263,哥本哈根,"哈瓦那,圣地亚哥,圣多明各",甲胄,烟草,3.1666666666666665,8320.0,18200.0,欧洲北部,北欧,加勒比,加勒比
8374.736842105263,吕贝克,"哈瓦那,圣地亚哥,圣多明各",甲胄,烟草,3.1666666666666665,8320.0,18200.0,欧洲北部,北欧,加勒比,加勒比
8374.390243902439,斯德哥尔摩,洛布里,琥珀,红宝石,6.833333333333333,11550.0,45675.0,欧洲北部,北欧,东南亚,中南半岛
8374.390243902439,维斯比,洛布里,琥珀,红宝石,6.833333333333333,11550.0,45675.0,欧洲北部,北欧,东南亚,中南半岛
8374.390243902439,但泽,洛布里,琥珀,红宝石,6.833333333333333,11550.0,45675.0,欧洲北部,北欧,东南亚,中南半岛
8331.428571428572,斯德哥尔摩,贝鲁特,琥珀,大马士革刀,2.9166666666666665,6300.0,18000.0,欧洲北部,北欧,欧洲东部,土耳其
8331.428571428572,维斯比,贝鲁特,琥珀,大马士革刀,2.9166666666666665,6300.0,18000.0,欧洲北部,北欧,欧洲东部,土耳其
8331.428571428572,但泽,贝鲁特,琥珀,大马士革刀,2.9166666666666665,6300.0,18000.0,欧洲北部,北欧,欧洲东部,土耳其
8325.0,开罗,"里斯本,塞维利亚,巴塞罗那",埃及香精,火器,2.0,8250.0,8400.0,欧洲东部,北非,欧洲西部,伊比利亚
8312.5,梅里达,"利马,兰巴耶克,通贝斯",翡翠,印加玫瑰,2.0,3500.0,13125.0,加勒比,加勒比,南美洲,南美西岸
8311.764705882353,漳州,"雅典,萨洛尼卡,克里特",青瓷,古代美术品,5.666666666666667,35700.0,11400.0,东亚,大明,欧洲东部,巴尔干
8308.333333333334,危地马拉,"锡兰,卡利卡特",白银,红宝石,3.0,1000.0,23925.0,南美洲,南美西岸,印度洋,印度
8308.333333333334,阿卡普尔科,"锡兰,卡利卡特",白银,红宝石,3.0,1000.0,23925.0,北美西部,南美西岸,印度洋,印度
8308.333333333334,巴拿马,"锡兰,卡利卡特",白银,红宝石,3.0,1000.0,23925.0,南美洲,南美西岸,印度洋,印度
8304.0,法马古斯塔,"锡兰,卡利卡特",贝紫,红宝石,5.0,6720.0,34800.0,欧洲东部,巴尔干,印度洋,印度
8275.0,锡兰,那霸,红宝石,珊瑚,3.0,23925.0,900.0,印度洋,印度,东亚,东亚
8275.0,那霸,"锡兰,卡利卡特",珊瑚,红宝石,3.0,900.0,23925.0,东亚,东亚,印度洋,印度
8275.0,卡利卡特,那霸,红宝石,珊瑚,3.0,23925.0,900.0,印度洋,印度,东亚,东亚
8272.05882352941,塞瓦斯托波尔,杭州,土耳其地毯,青花瓷,5.666666666666667,10125.0,36750.0,欧洲东部,土耳其,东亚,大明
8257.5,马斯喀特,"塔马塔夫,索法拉",藏红花,黄金,2.0,2340.0,14175.0,印度洋,波斯,印度洋,东非
8250.0,韦拉克鲁斯,"利马,兰巴耶克,通贝斯",黄金,印加玫瑰,2.0,3375.0,13125.0,加勒比,加勒比,南美洲,南美西岸
8250.0,淡水,"锡兰,卡利卡特",玛瑙,红宝石,3.0,825.0,23925.0,东亚,大明,印度洋,印度
8250.0,马拉开波,"利马,兰巴耶克,通贝斯",黄金,印加玫瑰,2.0,3375.0,13125.0,加勒比,加勒比,南美洲,南美西岸
8250.0,牙买加,"利马,兰巴耶克,通贝斯",黄金,印加玫瑰,2.0,3375.0,13125.0,加勒比,加勒比,南美洲,南美西岸
8246.153846153846,波多贝罗,"那不勒斯,拉古萨,威尼斯",可可,玻璃工艺品,3.25,8600.0,18200.0,加勒比,加勒比,欧洲东部,意大利
8246.153846153846,卡宴,"那不勒斯,拉古萨,威尼斯",可可,玻璃工艺品,3.25,8600.0,18200.0,加勒比,加勒比,欧洲东部,意大利
8246.153846153846,加拉卡斯,"那不勒斯,拉古萨,威尼斯",可可,玻璃工艺品,3.25,8600.0,18200.0,加勒比,加勒比,欧洲东部,意大利
8245.945945945945,科钦,"利马,兰巴耶克,通贝斯",胡椒,印加玫瑰,3.0833333333333335,12300.0,13125.0,印度洋,印度,南美洲,南美西岸
8242.5,罗安达,科皮亚波,乌木,烟草,2.0,4935.0,11550.0,非洲西部,西非,南美洲,中南美
8233.333333333334,韦拉克鲁斯,"霍尔木兹,巴士拉",黄金,青金石,3.0,10125.0,14575.0,加勒比,加勒比,印度洋,波斯
8233.333333333334,牙买加,"霍尔木兹,巴士拉",黄金,青金石,3.0,10125.0,14575.0,加勒比,加勒比,印度洋,波斯
8233.333333333334,马拉开波,"霍尔木兹,巴士拉",黄金,青金石,3.0,10125.0,14575.0,加勒比,加勒比,印度洋,波斯
8212.5,贝宁,"霍尔木兹,巴士拉",象牙,青金石,2.0,4500.0,11925.0,非洲西部,西非,印度洋,波斯
8205.0,波尔图,贝鲁特,蓝花瓷片,大马士革刀,2.0,4410.0,12000.0,欧洲西部,伊比利亚,欧洲东部,土耳其
8201.707317073171,帝利,汉堡,肉豆蔻,甲胄,6.833333333333333,38445.0,17600.0,东南亚,东南亚,欧洲北部,德国
8201.707317073171,汉堡,"马辰,帝利,安汶",甲胄,肉豆蔻,6.833333333333333,17600.0,38445.0,欧洲北部,德国,东南亚,东南亚
8201.707317073171,马辰,汉堡,肉豆蔻,甲胄,6.833333333333333,38445.0,17600.0,东南亚,东南亚,欧洲北部,德国
8201.707317073171,安汶,汉堡,肉豆蔻,甲胄,6.833333333333333,38445.0,17600.0,东南亚,东南亚,欧洲北部,德国
8200.0,安特卫普,突尼斯,珠宝首饰,贝紫,2.0,2000.0,14400.0,欧洲北部,荷兰,欧洲东部,北非
8200.0,里斯本,汉堡,火器,甲胄,2.0,8400.0,8000.0,欧洲西部,伊比利亚,欧洲北部,德国
8200.0,巴塞罗那,汉堡,火器,甲胄,2.0,8400.0,8000.0,欧洲东部,伊比利亚,欧洲北部,德国
8200.0,突尼斯,"里斯本,塞维利亚,巴塞罗那",贝紫,火器,2.0,8000.0,8400.0,欧洲东部,北非,欧洲西部,伊比利亚
8200.0,塞维利亚,汉堡,火器,甲胄,2.0,8400.0,8000.0,欧洲西部,伊比利亚,欧洲北部,德国
8200.0,汉堡,"里斯本,塞维利亚,巴塞罗那",甲胄,火器,2.0,8000.0,8400.0,欧洲北部,德国,欧洲西部,伊比利亚
8193.157894736842,塔马塔夫,伊斯坦布尔,蓝宝石,蓝眼睛,3.1666666666666665,19320.0,6625.0,印度洋,东非,欧洲东部,土耳其
8189.189189189189,马德拉斯,"圣乔治,阿比让,阿尔金",乌兹钢,黄金,3.0833333333333335,5000.0,20250.0,印度洋,印度,非洲西部,西非
8189.189189189189,本地治里,"圣乔治,阿比让,阿尔金",乌兹钢,黄金,3.0833333333333335,5000.0,20250.0,印度洋,印度,非洲西部,西非
8176.923076923077,梅里达,"格罗宁根,阿姆斯特丹",胭脂红,玻璃球,3.25,20800.0,5775.0,加勒比,加勒比,欧洲北部,荷兰
8176.923076923077,韦拉克鲁斯,"格罗宁根,阿姆斯特丹",胭脂红,玻璃球,3.25,20800.0,5775.0,加勒比,加勒比,欧洲北部,荷兰
8175.0,休达,马赛,沙漠玫瑰,天鹅绒,2.0,6750.0,9600.0,欧洲西部,北非,欧洲东部,法国
8175.0,巴塞罗那,"霍尔木兹,巴士拉",火器,青金石,3.0,12600.0,11925.0,欧洲东部,伊比利亚,印度洋,波斯
8175.0,塔马塔夫,"雅加达,文莱,达沃",黄金,沉香,2.0,7425.0,8925.0,印度洋,东非,东南亚,东南亚
8175.0,休达,"威尼斯,比萨,热那亚",沙漠玫瑰,天鹅绒,2.0,6750.0,9600.0,欧洲西部,北非,欧洲东部,意大利
8175.0,霍尔木兹,"里斯本,塞维利亚,巴塞罗那",青金石,火器,3.0,11925.0,12600.0,印度洋,波斯,欧洲西部,伊比利亚
8175.0,里斯本,"霍尔木兹,巴士拉",火器,青金石,3.0,12600.0,11925.0,欧洲西部,伊比利亚,印度洋,波斯
8175.0,塞维利亚,"霍尔木兹,巴士拉",火器,青金石,3.0,12600.0,11925.0,欧洲西部,伊比利亚,印度洋,波斯
8175.0,巴士拉,"里斯本,塞维利亚,巴塞罗那",青金石,火器,3.0,11925.0,12600.0,印度洋,波斯,欧洲西部,伊比利亚
8166.315789473684,那霸,"开普敦,本格拉,塞拉利昂",珊瑚,钻石,3.1666666666666665,900.0,24960.0,东亚,东亚,非洲西部,西非
8160.0,法马古斯塔,汉堡,贝紫,甲胄,2.0,6720.0,9600.0,欧洲东部,巴尔干,欧洲北部,德国
8153.846153846154,梅里达,马赛,胭脂红,天鹅绒,3.25,16900.0,9600.0,加勒比,加勒比,欧洲东部,法国
8153.846153846154,韦拉克鲁斯,马赛,胭脂红,天鹅绒,3.25,16900.0,9600.0,加勒比,加勒比,欧洲东部,法国
8142.71186440678,澳门,"波尔图,里斯本",麝香,蓝花瓷片,4.916666666666667,19875.0,20160.0,东亚,大明,欧洲西部,伊比利亚
8142.631578947369,淡水,"开普敦,本格拉,塞拉利昂",玛瑙,钻石,3.1666666666666665,825.0,24960.0,东亚,大明,非洲西部,西非
8140.0,汉堡,锡拉库萨,甲胄,大理石像,2.0,8000.0,8280.0,欧洲北部,德国,欧洲东部,意大利
8140.0,锡拉库萨,汉堡,大理石像,甲胄,2.0,8280.0,8000.0,欧洲东部,意大利,欧洲北部,德国
8128.571428571428,斯德哥尔摩,"利马,兰巴耶克,通贝斯",琥珀,印加玫瑰,5.25,22050.0,20625.0,欧洲北部,北欧,南美洲,南美西岸
8128.571428571428,但泽,"利马,兰巴耶克,通贝斯",琥珀,印加玫瑰,5.25,22050.0,20625.0,欧洲北部,北欧,南美洲,南美西岸
8128.571428571428,通贝斯,"斯德哥尔摩,但泽,维斯比",印加玫瑰,琥珀,5.25,20625.0,22050.0,南美洲,南美西岸,欧洲北部,北欧
8128.571428571428,维斯比,"利马,兰巴耶克,通贝斯",琥珀,印加玫瑰,5.25,22050.0,20625.0,欧洲北部,北欧,南美洲,南美西岸
8128.571428571428,兰巴耶克,"斯德哥尔摩,但泽,维斯比",印加玫瑰,琥珀,5.25,20625.0,22050.0,南美洲,南美西岸,欧洲北部,北欧
8128.571428571428,利马,"斯德哥尔摩,但泽,维斯比",印加玫瑰,琥珀,5.25,20625.0,22050.0,南美洲,南美西岸,欧洲北部,北欧
8112.5,亚历山大,"格罗宁根,阿姆斯特丹",胡椒,玻璃球,2.0,13200.0,3025.0,欧洲东部,北非,欧洲北部,荷兰
8112.5,伊斯坦布尔,"威尼斯,比萨,热那亚",蓝眼睛,天鹅绒,2.0,6625.0,9600.0,欧洲东部,土耳其,欧洲东部,意大利
8104.864864864864,果阿,"哈瓦那,圣地亚哥,圣多明各",肉桂,烟草,3.0833333333333335,10290.0,14700.0,印度洋,印度,加勒比,加勒比
8100.0,阿尔及尔,"里斯本,塞维利亚,巴塞罗那",阿甘油,火器,2.0,7800.0,8400.0,欧洲东部,北非,欧洲西部,伊比利亚
